rank,low_opening,mid_opening,high_opening,selected_min_distance,low_estimated_mass,mid_estimated_mass,high_estimated_mass,low_role_score,mid_role_score,high_role_score,spacing_score,balance_score,distance_bonus,total_score
135,25,39,50,1,2821.244865271823,4333.347705801011,5541.412730302787,0.6937872810423238,0.8916378493676318,0.8987118034412203,0.8333333333333334,0.88,0.03333333333333333,0.8888643465291954
136,26,38,48,1,2926.3686265388747,4222.259753869907,5324.003161178989,0.7377663186313111,0.9644661408000322,0.847004652094475,0.7333333333333333,0.9090909090909091,0.03333333333333333,0.887120187231576
137,27,37,48,2,3031.551217314709,4111.267217550765,5324.003161178989,0.7943772803032776,0.933459971919081,0.8539276378537934,0.7,0.9523809523809523,0.06666666666666667,0.8864423800491577
138,20,37,48,1,2295.884622300161,4111.267217550765,5324.003161178989,0.830105211287874,0.8963313865844056,0.847004652094475,0.9333333333333333,0.7857142857142857,0.03333333333333333,0.8860055048121386
139,27,37,50,1,3031.551217314709,4111.267217550765,5541.412730302787,0.7778259454225418,0.8963313865844056,0.8987118034412203,0.7666666666666667,0.8695652173913043,0.03333333333333333,0.8856022099045894
140,20,38,48,1,2295.884622300161,4222.259753869907,5324.003161178989,0.830105211287874,0.9644661408000322,0.847004652094475,0.9333333333333333,0.7142857142857143,0.03333333333333333,0.885302997400518
141,21,39,49,1,2400.8141556944747,4333.347705801011,5432.83889423099,0.9069282391277093,0.8916378493676318,0.8755860796762995,0.9333333333333333,0.7142857142857143,0.03333333333333333,0.8843442785585847
142,25,37,48,2,2821.244865271823,4111.267217550765,5324.003161178989,0.6435210141735228,0.933459971919081,0.8539276378537934,0.7666666666666667,0.9565217391304348,0.06666666666666667,0.8842387677600967
143,20,36,49,1,2295.884622300161,4000.918111192793,5432.83889423099,0.830105211287874,0.7182446822918145,0.8755860796762995,0.9666666666666667,0.896551724137931,0.03333333333333333,0.8829867798235878
144,27,37,49,1,3031.551217314709,4111.267217550765,5432.83889423099,0.7778259454225418,0.8963313865844056,0.8755860796762995,0.7333333333333333,0.9090909090909091,0.03333333333333333,0.8829234392777471
145,25,37,48,1,2821.244865271823,4111.267217550765,5324.003161178989,0.6937872810423238,0.8963313865844056,0.847004652094475,0.7666666666666667,0.9565217391304348,0.03333333333333333,0.882499976989271
146,27,37,50,2,3031.551217314709,4111.267217550765,5541.412730302787,0.7943772803032776,0.933459971919081,0.857573640139716,0.7666666666666667,0.8695652173913043,0.06666666666666667,0.8819735498697937
147,27,39,49,1,3031.551217314709,4333.347705801011,5432.83889423099,0.7778259454225418,0.8916378493676318,0.8755860796762995,0.7333333333333333,0.9090909090909091,0.03333333333333333,0.881740765025807
148,28,39,49,1,3136.914871145759,4333.347705801011,5432.83889423099,0.7289464774619836,0.8916378493676318,0.8755860796762995,0.7,0.9523809523809523,0.03333333333333333,0.8807243220642857
149,25,38,48,2,2821.244865271823,4222.259753869907,5324.003161178989,0.6435210141735228,1.000000000001,0.8539276378537934,0.7666666666666667,0.8695652173913043,0.06666666666666667,0.8802508973485023
